"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Portugal","Portugal","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Ireland","Ireland","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Belgium","Belgium","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Netherlands","Netherlands","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Luxembourg","Luxembourg","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Croatia","Croatia","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Greece","Greece","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Austria","Austria","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Sweden","Sweden","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Estonia","Estonia","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Romania","Romania","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Portugal","Portugal","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Lithuania","Lithuania","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Hungary","Hungary","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Liechtenstein","Liechtenstein","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Spain","Spain","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Netherlands","Netherlands","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Czechia","Czech Republic","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Finland","Finland","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Germany","Germany","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Belgium","Belgium","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Latvia","Latvia","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Slovakia","Slovakia","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Luxembourg","Luxembourg","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Nyctereutes procyonoides","Authorities-Stakeholders","Management","Poland","Poland","Nyctereutes procyonoides","Nyctereutes procyonoides (Gray, 1834)","Nyctereutes",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Nymphoides peltata","Authorities-Stakeholders","Management","Sweden","Sweden","Nymphoides peltata","Nymphoides peltata (S.G.Gmel.) Kuntze","Nymphoides",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Nymphoides peltata","Authorities-Stakeholders","Management","Denmark","Denmark","Nymphoides peltata","Nymphoides peltata (S.G.Gmel.) Kuntze","Nymphoides",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Nymphoides peltata","Authorities-Stakeholders","Management","Germany","Germany","Nymphoides peltata","Nymphoides peltata (S.G.Gmel.) Kuntze","Nymphoides",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Nymphoides peltata","Authorities-Stakeholders","Management","Ireland","Ireland","Nymphoides peltata","Nymphoides peltata (S.G.Gmel.) Kuntze","Nymphoides",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Lithuania","Lithuania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Liechtenstein","Liechtenstein","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Netherlands","Netherlands","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Sweden","Sweden","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Germany","Germany","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","France","France","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Hungary","Hungary","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Latvia","Latvia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Spain","Spain","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Romania","Romania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Bulgaria","Bulgaria","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Ireland","Ireland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Slovenia","Slovenia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Croatia","Croatia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Slovakia","Slovakia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Austria","Austria","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Finland","Finland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Poland","Poland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Andorra","Andorra","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",77142,470,164.13,3154057987,2,120,0.5,11.7,3.7,77.6,0,34,6.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Estonia","Estonia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Portugal","Portugal","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Luxembourg","Luxembourg","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Italy","Italy","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Czechia","Czech Republic","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ondatra zibethicus","Authorities-Stakeholders","Damage","Belgium","Belgium","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Ondatra zibethicus","Health","Damage","Lithuania","Lithuania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Ondatra zibethicus","Health","Damage","Liechtenstein","Liechtenstein","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Ondatra zibethicus","Health","Damage","Netherlands","Netherlands","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ondatra zibethicus","Health","Damage","Sweden","Sweden","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ondatra zibethicus","Health","Damage","Germany","Germany","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ondatra zibethicus","Health","Damage","France","France","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ondatra zibethicus","Health","Damage","Hungary","Hungary","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Ondatra zibethicus","Health","Damage","Latvia","Latvia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Ondatra zibethicus","Health","Damage","Spain","Spain","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Ondatra zibethicus","Health","Damage","Romania","Romania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Ondatra zibethicus","Health","Damage","Bulgaria","Bulgaria","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ondatra zibethicus","Health","Damage","Ireland","Ireland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ondatra zibethicus","Health","Damage","Slovenia","Slovenia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ondatra zibethicus","Health","Damage","Croatia","Croatia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Ondatra zibethicus","Health","Damage","Slovakia","Slovakia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ondatra zibethicus","Health","Damage","Austria","Austria","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ondatra zibethicus","Health","Damage","Finland","Finland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Ondatra zibethicus","Health","Damage","Poland","Poland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ondatra zibethicus","Health","Damage","Andorra","Andorra","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",77142,470,164.13,3154057987,2,120,0.5,11.7,3.7,77.6,0,34,6.7
"Ondatra zibethicus","Health","Damage","Estonia","Estonia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Ondatra zibethicus","Health","Damage","Portugal","Portugal","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Ondatra zibethicus","Health","Damage","Luxembourg","Luxembourg","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Ondatra zibethicus","Health","Damage","Italy","Italy","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Ondatra zibethicus","Health","Damage","Czechia","Czech Republic","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ondatra zibethicus","Health","Damage","Belgium","Belgium","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Ondatra zibethicus","Diverse","Damage","Lithuania","Lithuania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Ondatra zibethicus","Diverse","Damage","Liechtenstein","Liechtenstein","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Ondatra zibethicus","Diverse","Damage","Netherlands","Netherlands","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ondatra zibethicus","Diverse","Damage","Sweden","Sweden","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ondatra zibethicus","Diverse","Damage","Germany","Germany","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ondatra zibethicus","Diverse","Damage","France","France","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ondatra zibethicus","Diverse","Damage","Hungary","Hungary","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Ondatra zibethicus","Diverse","Damage","Latvia","Latvia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Ondatra zibethicus","Diverse","Damage","Spain","Spain","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Ondatra zibethicus","Diverse","Damage","Romania","Romania","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Ondatra zibethicus","Diverse","Damage","Bulgaria","Bulgaria","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ondatra zibethicus","Diverse","Damage","Ireland","Ireland","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ondatra zibethicus","Diverse","Damage","Slovenia","Slovenia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ondatra zibethicus","Diverse","Damage","Croatia","Croatia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Ondatra zibethicus","Diverse","Damage","Slovakia","Slovakia","Ondatra zibethicus","Ondatra zibethicus (Linnaeus, 1766)","Ondatra",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
