"Official_country","Cost_ID","InvaCost_ID","Repository","Reference_ID","Reference_title","Authors","Abstract","Publication_year","Language","Type_of_material","Previous_materials","Availability","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Common_name","Environment","Environment_IAS","HabitatVerbatim","Habitat","urbanArea","protectedArea","Island","Geographic_region","State.Province.Administrative_area","Location","Spatial_scale","Period_of_estimation","Time_range","Probable_starting_year","Probable_ending_year","Probable_starting_year_adjusted","Probable_ending_year_adjusted","Occurrence","Raw_cost_estimate_original_currency","Min_Raw_cost_estimate_original_currency","Max_Raw_cost_estimate_original_currency","Raw_cost_estimate_2017_USD_exchange_rate","Raw_cost_estimate_2017_USD_PPP","Cost_estimate_per_year_original_currency","Cost_estimate_per_year_2017_USD_exchange_rate","Cost_estimate_per_year_2017_USD_PPP","Currency","Applicable_year","Type_of_applicable_year","Implementation","Acquisition_method","Impacted_sector","Type_of_cost","Type_of_cost_merged","Management_type","Method_reliability","Method_reliability_refined","Method_reliability_Explanation","Method_reliability_Expert_Name","Overlap","Benefit_value.s.","Details","Initial.contributors_names","Double.checking","cost","cost_bil","cost_mil","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","log.cost","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Spain","NE963","IC_2.1_962","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach",NA,"chinaberry tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2014","Year",2014,2014,2014,2014,"One-time",774.4,NA,NA,1065.22305659918,1210.55716118437,774.4,1065.22305659918,1210.55716118437,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1065.22305659918,1.06522305659918e-06,0.00106522305659918,47076781,505935,93.05,1.39e+12,5,1918,6.97093949902957,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE964","IC_2.1_963","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum aquaticum",NA,"Brazilian watermilfoil","Aquatic","Aquatic","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Bellus","Site","2014","Year",2014,2014,2014,2014,"One-time",1536,NA,NA,2112.83912052729,2401.10511309297,1536,2112.83912052729,2401.10511309297,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",2112.83912052729,2.11283912052729e-06,0.00211283912052729,47076781,505935,93.05,1.39e+12,5,1918,7.65578787677482,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE493","IC_2.1_492","TC","SP_16","Las especies exóticas invasoras en Cataluña","Sisco Mañas- Servicio de Fauna y Flora- Departament de Territori i Sostenibilitat- Generalitat de Catalunya",NA,2018,"Catalan","Unpublished material","See SP_16a","Yes","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",NA,"Cotorra argentina","Terrestrial","Terrestrial",NA,NA,"other",NA,"N","Europe","Catalonia","Santa Perpètua de Mogoda","Site","2015-2017","Period",2015,2015,2015,2015,"One-time",1000,NA,NA,1147.4423246137,1556.19139101295,1000,1147.4423246137,1556.19139101295,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no",NA,"Liliana Ballesteros-Mejia/Virginia G. Duboscq-Carra","Yes",1147.4423246137,1.1474423246137e-06,0.0011474423246137,47076781,505935,93.05,1.39e+12,5,1918,7.04529067889698,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE966","IC_2.1_965","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum aquaticum",NA,"Brazilian watermilfoil","Aquatic","Aquatic","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Jativa","Site","2014","Year",2014,2014,2014,2014,"One-time",2560,NA,NA,3521.39853421215,4001.84185515495,2560,3521.39853421215,4001.84185515495,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",3521.39853421215,3.52139853421215e-06,0.00352139853421215,47076781,505935,93.05,1.39e+12,5,1918,8.16661350054081,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE967","IC_2.1_966","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",NA,"mustard tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2014","Year",2014,2014,2014,2014,"One-time",2432,NA,NA,3345.32860750154,3801.74976239721,2432,3345.32860750154,3801.74976239721,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",3345.32860750154,3.34532860750154e-06,0.00334532860750154,47076781,505935,93.05,1.39e+12,5,1918,8.11532020615326,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE968","IC_2.1_967","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",NA,"mustard tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Monover","Site","2014","Year",2014,2014,2014,2014,"One-time",512,NA,NA,704.27970684243,800.368371030991,512,704.27970684243,800.368371030991,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",704.27970684243,7.0427970684243e-07,0.00070427970684243,47076781,505935,93.05,1.39e+12,5,1918,6.55717558810671,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE969","IC_2.1_968","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",NA,"mustard tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Orihuela","Site","2014","Year",2014,2014,2014,2014,"One-time",512,NA,NA,704.27970684243,800.368371030991,512,704.27970684243,800.368371030991,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",704.27970684243,7.0427970684243e-07,0.00070427970684243,47076781,505935,93.05,1.39e+12,5,1918,6.55717558810671,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE97","IC_2.1_97","TC","SP_19","ACTUACIONES REALIZADAS EN EL PRINCIPADO DE ASTURIAS PARA EL ESTUDIO, CONTROL Y ERRADICACIÓN DE ESPECIES INVASORAS. AÑOS 2008-2019","Teresa Sánchez Corominas- Dirección General de Medio Natural- Consejería de Desarrollo Rural- Agroganadería y Pesca del Principado de Asturias",NA,2020,"Spanish","Unpublished material",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sporobolus","Sporobolus pumilus",NA,NA,"Terrestrial","Semi-aquatic",NA,NA,"other","Y","N","Europe","Asturias","Villaviciosa River mouth","Site","2017","Year",2017,2017,2017,2017,"One-time",3993,NA,NA,4510.81693764707,6227.09480217707,3993,4510.81693764707,6227.09480217707,"EUR",2017,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Detection/Eradication","Management","Pre-invasion_management","High",NA,NA,NA,NA,"no","Localización y erradicación de Spartina patens en la RNP de la Ría de Villaviciosa. Original name in document was a synonym: Spartina patens","Elena Angulo/Liliana Ballesteros-Mejia","Yes",4510.81693764707,4.51081693764707e-06,0.00451081693764707,47076781,505935,93.05,1.39e+12,5,1918,8.41423355526087,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE970","IC_2.1_969","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera biennis",NA,NA,"Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Oliva","Site","2014","Year",2014,2014,2014,2014,"One-time",512,NA,NA,704.27970684243,800.368371030991,512,704.27970684243,800.368371030991,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",704.27970684243,7.0427970684243e-07,0.00070427970684243,47076781,505935,93.05,1.39e+12,5,1918,6.55717558810671,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE971","IC_2.1_970","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Paulowniaceae","Paulownia","Paulownia tomentosa",NA,"Princesstree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2014","Year",2014,2014,2014,2014,"One-time",384,NA,NA,528.209780131823,600.276278273243,384,528.209780131823,600.276278273243,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",528.209780131823,5.28209780131823e-07,0.000528209780131823,47076781,505935,93.05,1.39e+12,5,1918,6.26949351565493,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE972","IC_2.1_971","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus",NA,"Fountaingrass","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Oliva","Site","2014","Year",2014,2014,2014,2014,"One-time",384,NA,NA,528.209780131823,600.276278273243,384,528.209780131823,600.276278273243,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas. The species name in the document is a synomym. Original name in the document =Pennisetum setaceum","Liliana Ballesteros-Mejia/Elena Angulo","Yes",528.209780131823,5.28209780131823e-07,0.000528209780131823,47076781,505935,93.05,1.39e+12,5,1918,6.26949351565493,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE973","IC_2.1_972","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus",NA,"Fountaingrass","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Sagunto","Site","2014","Year",2014,2014,2014,2014,"One-time",460.8,NA,NA,633.851736158187,720.331533927892,460.8,633.851736158187,720.331533927892,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas. The species name in the document is a synomym. Original name in the document =Pennisetum setaceum","Liliana Ballesteros-Mejia/Elena Angulo","Yes",633.851736158187,6.33851736158187e-07,0.000633851736158187,47076781,505935,93.05,1.39e+12,5,1918,6.45181507244888,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE974","IC_2.1_973","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus",NA,"Fountaingrass","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Santa Faz","Site","2014","Year",2014,2014,2014,2014,"One-time",512,NA,NA,704.27970684243,800.368371030991,512,704.27970684243,800.368371030991,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas.The species name in the document is a synomym. Original name in the document =Pennisetum setaceum","Liliana Ballesteros-Mejia/Elena Angulo","Yes",704.27970684243,7.0427970684243e-07,0.00070427970684243,47076781,505935,93.05,1.39e+12,5,1918,6.55717558810671,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE502","IC_2.1_501","TC","SP_16","Las especies exóticas invasoras en Cataluña","Sisco Mañas- Servicio de Fauna y Flora- Departament de Territori i Sostenibilitat- Generalitat de Catalunya",NA,2018,"Catalan","Unpublished material","See SP_16a","Yes","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",NA,"Cotorra argentina","Terrestrial","Terrestrial",NA,NA,"other",NA,"N","Europe","Catalonia","Canovelles","Site","2018","Year",2018,2018,2018,2018,"One-time",1500,NA,NA,1729.19474274816,2260.13090027406,1500,1729.19474274816,2260.13090027406,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no",NA,"Liliana Ballesteros-Mejia/Virginia G. Duboscq-Carra","Yes",1729.19474274816,1.72919474274816e-06,0.00172919474274816,47076781,505935,93.05,1.39e+12,5,1918,7.45541111250905,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE976","IC_2.1_975","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis",NA,NA,"Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Orihuela","Site","2014","Year",2014,2014,2014,2014,"One-time",3020.8,NA,NA,4155.25027037034,4722.17338908285,3020.8,4155.25027037034,4722.17338908285,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",4155.25027037034,4.15525027037034e-06,0.00415525027037034,47076781,505935,93.05,1.39e+12,5,1918,8.33212793901838,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE977","IC_2.1_976","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Robinia","Robinia pseudoacacia",NA,NA,"Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2014","Year",2014,2014,2014,2014,"One-time",716.8,NA,NA,985.991589579402,1120.51571944339,716.8,985.991589579402,1120.51571944339,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas. Species name in the document is a synonym. Original name in document = Robinia pseudacacia","Liliana Ballesteros-Mejia/Elena Angulo","Yes",985.991589579402,9.85991589579402e-07,0.000985991589579402,47076781,505935,93.05,1.39e+12,5,1918,6.89364782472792,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE978","IC_2.1_977","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Robinia","Robinia pseudoacacia",NA,NA,"Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Fuentes de Ayodar","Site","2014","Year",2014,2014,2014,2014,"One-time",1280,NA,NA,1760.69926710608,2000.92092757748,1280,1760.69926710608,2000.92092757748,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas. Species name in the document is a synonym. Original name in document = Robinia pseudacacia","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1760.69926710608,1.76069926710608e-06,0.00176069926710608,47076781,505935,93.05,1.39e+12,5,1918,7.47346631998087,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE979","IC_2.1_978","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Robinia","Robinia pseudoacacia",NA,NA,"Terrestrial","Terrestrial","Marhslands - river - dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2014","Year",2014,2014,2014,2014,"One-time",1024,NA,NA,1408.55941368486,1600.73674206198,1024,1408.55941368486,1600.73674206198,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1408.55941368486,1.40855941368486e-06,0.00140855941368486,47076781,505935,93.05,1.39e+12,5,1918,7.25032276866665,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE507","IC_2.1_506","TC","SP_16","Las especies exóticas invasoras en Cataluña","Sisco Mañas- Servicio de Fauna y Flora- Departament de Territori i Sostenibilitat- Generalitat de Catalunya",NA,2018,"Catalan","Unpublished material","See SP_16a","Yes","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",NA,"Cotorra argentina","Terrestrial","Terrestrial",NA,NA,"other",NA,"N","Europe","Catalonia","Granolles","Site","2016-2020","Year",2016,2016,2016,2016,"Potentially ongoing",2900,NA,NA,3278.39596365593,4518.29376361524,2900,3278.39596365593,4518.29376361524,"EUR",2016,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Annual cost repeated during the four year period","Liliana Ballesteros-Mejia/Virginia G. Duboscq-Carra","Yes",3278.39596365593,3.27839596365593e-06,0.00327839596365593,47076781,505935,93.05,1.39e+12,5,1918,8.09510954629059,2.6,20.1,11,67.9,0,37.2,9.1
