Location,Taxon,ScientificName
Italy,Carpophilus marginellus,"Carpophilus marginellus Motschulsky, 1858"
Italy,Carpophilus mutilatus,"Carpophilus mutilatus Erichson, 1843"
Italy,Carpophilus nepos,"Carpophilus nepos Murray, 1864"
Italy,Carpophilus obsoletus,"Carpophilus obsoletus Erichson, 1843"
Italy,Carpophilus pilosellus,"Carpophilus pilosellus Motschulsky, 1858"
Italy,Cenchrus longisetus,Cenchrus longisetus M.C.Johnst.
Italy,Cenchrus setaceus,Cenchrus setaceus (Forssk.) Morrone
Italy,Ceroplastes sinensis,"Ceroplastes sinensis Del Guercio, 1900"
Italy,Cervus elaphus,"Cervus elaphus Linnaeus, 1758"
Italy,Chalcides chalcides,"Chalcides chalcides (Linnaeus, 1758)"
Italy,Chalcides ocellatus,"Chalcides ocellatus (Forskal, 1775)"
Italy,Chasmanthe aethiopica,Chasmanthe aethiopica (L.) N.E.Br.
Italy,Chloris gayana,Chloris gayana Kunth
Italy,Chromaphis juglandicola,"Chromaphis juglandicola (Kaltenbach, 1843)"
Italy,Chrysonotomyia chamaeleon,"Chrysonotomyia chamaeleon (Girault, 1922)"
Italy,Cinara cedri,"Cinara cedri Mimeur, 1936"
Italy,Cinara laportei,"Cinara laportei (G.Remaudière, 1954)"
Italy,Coccotrypes dactyliperda,"Coccotrypes dactyliperda (J.C.Fabricius, 1802)"
Italy,Cortaderia selloana,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.
Italy,Corythucha ciliata,"Corythucha ciliata (Say, 1832)"
Italy,Cotula coronopifolia,Cotula coronopifolia L.
Italy,Crepis sancta,Crepis sancta (L.) Bornm.
Italy,Crocidura pachyura,"Crocidura pachyura (Kuster, 1835)"
Italy,Crocidura russula,"Crocidura russula (Hermann, 1780)"
Italy,Cryptolaemus montrouzieri,"Cryptolaemus montrouzieri Mulsant, 1853"
Italy,Cryptolestes pusillus,"Cryptolestes pusillus (Schénherr, 1817)"
Italy,Cryptolestes turcicus,"Cryptolestes turcicus (Grouvelle, 1876)"
Italy,Cuscuta pentagona,Cuscuta pentagona Engelm.
Italy,Cygnus atratus,"Cygnus atratus (Latham, 1790)"
Italy,Cygnus olor,"Cygnus olor (Gmelin, 1789)"
Italy,Cyperus alternifolius,Cyperus alternifolius L.
Italy,Cyperus difformis,Cyperus difformis L.
Italy,Cyperus eragrostis,Cyperus eragrostis Lam.
Italy,Cytisus scoparius,Cytisus scoparius (L.) Link
Italy,Dactyloctenium aegyptium,Dactyloctenium aegyptium (L.) Willd.
Italy,Dama dama,"Dama dama (Linnaeus, 1758)"
Italy,Datura innoxia,Datura innoxia Mill.
Italy,Datura stramonium,Datura stramonium L.
Italy,Delphinium consolida,Delphinium consolida L.
Italy,Diaspidiotus perniciosus,"Diaspidiotus perniciosus (Comstock, 1881)"
Italy,Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)"
Italy,Digitaria ciliaris,Digitaria ciliaris (Retz.) Koeler
Italy,Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)"
Italy,Drosanthemum floribundum,Drosanthemum floribundum (Haw.) Schwantes
Italy,Dryocosmus kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951"
Italy,Dysphania ambrosioides,Dysphania ambrosioides (L.) Mosyakin & Clemants
Italy,Dysphania multifida,Dysphania multifida (L.) Mosyakin & Clemants
Italy,Echinochloa colona,Echinochloa colona (L.) Link
Italy,Echinochloa oryzoides,Echinochloa oryzoides (Ard.) Fritsch
Italy,Echium candicans,Echium candicans L.fil.
Italy,Eclipta prostrata,Eclipta prostrata (L.) L.
Italy,Eichhornia crassipes,Eichhornia crassipes (Mart.) Solms
Italy,Eleusine indica,Eleusine indica (L.) Gaertn.
Italy,Eliomys quercinus,"Eliomys quercinus (Linnaeus, 1766)"
Italy,Emys orbicularis,"Emys orbicularis (Linnaeus, 1758)"
Italy,Erigeron bonariensis,Erigeron bonariensis L.
Italy,Erigeron canadensis,Erigeron canadensis L.
Italy,Erigeron sumatrensis,Erigeron sumatrensis Retz.
Italy,Erinaceus europaeus,"Erinaceus europaeus Linnaeus, 1758"
Italy,Eriococcus araucariae,"Eriococcus araucariae Maskell, 1879"
Italy,Essigella californica,"Essigella californica (Essig, 1909)"
Italy,Euphorbia humifusa,Euphorbia humifusa Willd.
Italy,Euphorbia maculata,Euphorbia maculata L.
Italy,Euphorbia prostrata,Euphorbia prostrata Aiton
Italy,Felis silvestris,"Felis silvestris Schreber, 1777"
Italy,Francolinus francolinus,"Francolinus francolinus (Linnaeus, 1766)"
Italy,Frankliniella occidentalis,"Frankliniella occidentalis (Pergande, 1895)"
Italy,Furchadaspis zamiae,"Furchadaspis zamiae (Morgan, 1890)"
Italy,Galanthus nivalis,Galanthus nivalis L.
Italy,Galinsoga parviflora,Galinsoga parviflora Cav.
Italy,Gazania linearis,Gazania linearis (Thunb.) Druce
Italy,Glinus lotoides,Glinus lotoides L.
Italy,Glis glis,"Glis glis (Linnaeus, 1766)"
Italy,Glycaspis brimblecombei,"Glycaspis brimblecombei Moore, 1964"
Italy,Gnatocerus cornutus,"Gnatocerus cornutus (Fabricius, 1798)"
Italy,Gomphocarpus fruticosus,Gomphocarpus fruticosus (L.) W.T.Aiton
Italy,Halosaurus ovenii,"Halosaurus ovenii Johnson, 1864"
Italy,Haptoncus luteolus,"Haptoncus luteolus (Erichson, 1843)"
Italy,Helianthus tuberosus,Helianthus tuberosus L.
Italy,Heliotropium curassavicum,Heliotropium curassavicum L.
Italy,Hemiberlesia rapax,"Hemiberlesia rapax (Comstock, 1881)"
Italy,Heteranthera limosa,Heteranthera limosa (Sw.) Willd.
Italy,Heteranthera rotundifolia,Heteranthera rotundifolia (Kunth) Griseb.
Italy,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides L.fil.
Italy,Hypoponera punctatissima,"Hypoponera punctatissima (Roger, 1859)"
Italy,Hystrix cristata,"Hystrix cristata Linnaeus, 1758"
Italy,Ipomoea purpurea,Ipomoea purpurea (L.) Roth
Italy,Lampranthus elegans,Lampranthus elegans (Jacq.) Schwantes
Italy,Lasioderma serricorne,"Lasioderma serricorne Fabricius, 1792"
Italy,Lepidium ruderale,Lepidium ruderale L.
Italy,Lepidosaphes beckii,"Lepidosaphes beckii (Newman, 1869)"
Italy,Leptinotarsa decemlineata,"Leptinotarsa decemlineata (Say, 1824)"
Italy,Leptocybe invasa,"Leptocybe invasa Fisher & La Salle, 2004"
Italy,Leptoglossus occidentalis,"Leptoglossus occidentalis Heidemann, 1910"
Italy,Lepus capensis,"Lepus capensis Linnaeus, 1758"
Italy,Linepithema humile,"Linepithema humile (Mayr, 1868)"
Italy,Lyctus brunneus,"Lyctus brunneus (Stephens, 1830)"
Italy,Macrocentrus ancylivora,"Macrocentrus ancylivora Rohwer, 1923"
Italy,Martes martes,"Martes martes (Linnaeus, 1758)"
Italy,Mesembryanthemum cordifolium,Mesembryanthemum cordifolium L.fil.
Italy,Mesembryanthemum crystallinum,Mesembryanthemum crystallinum L.
Italy,Mesembryanthemum nodiflorum,Mesembryanthemum nodiflorum L.
Italy,Mezium affine,"Mezium affine Boieldieu, 1856"
Italy,Mezium americanum,"Mezium americanum (Laporte, 1840)"
Italy,Mirabilis jalapa,Mirabilis jalapa L.
Italy,Monomorium salomonis,"Monomorium salomonis (Linnaeus, 1758)"
Italy,Mustela nivalis,"Mustela nivalis Linnaeus, 1766"
Italy,Mustela vison,"Mustela vison Schreber, 1777"
Italy,Myocastor coypus,"Myocastor coypus (Molina, 1782)"
Italy,Nala lividipes,"Nala lividipes (Dufour, 1820)"
Italy,Natrix maura,"Natrix maura (Linnaeus, 1758)"
Italy,Nephus reunioni,"Nephus reunioni (Fürsch, 1974)"
Italy,Nicotiana glauca,Nicotiana glauca Graham
Italy,Nosopsyllus fasciatus,"Nosopsyllus fasciatus (Bosc, 1800)"
Italy,Obolodiplosis robiniae,"Obolodiplosis robiniae (Haldeman, 1847)"
Italy,Oenothera biennis,Oenothera biennis L.
Italy,Oenothera stricta,Oenothera stricta Link
Italy,Ooencyrtus kuvanae,"Ooencyrtus kuvanae (Howard, 1910)"
Italy,Ophelimus maskelli,"Ophelimus maskelli (Ashmead, 1900)"
Italy,Opuntia dejecta,Opuntia dejecta Salm-Dyck
Italy,Opuntia ficus-indica,Opuntia ficus-indica (L.) Mill.
Italy,Opuntia stricta,Opuntia stricta (Haw.) Haw.
Italy,Oryctolagus cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)"
Italy,Ovis aries,"Ovis aries Linnaeus, 1758"
Italy,Oxalis articulata,Oxalis articulata Savigny
Italy,Oxalis corniculata,Oxalis corniculata L.
Italy,Oxalis dillenii,Oxalis dillenii Jacq.
Italy,Oxalis pes-caprae,Oxalis pes-caprae L.
Italy,Oxalis pes-caprae f. pleniflora (Lowe) Sunding,
Italy,Oxalis stricta,Oxalis stricta L.
Italy,Parasenegalia visco,Parasenegalia visco (Lorentz ex Griseb.) Seigler & Ebinger
Italy,Paraserianthes lophantha,Paraserianthes lophantha (Willd.) I.C.Nielsen
Italy,Parlatoria ziziphi,"Parlatoria ziziphi (Lucas, 1853)"
Italy,Paspalum dilatatum,Paspalum dilatatum Poir.
Italy,Paspalum distichum,Paspalum distichum L.
Italy,Paspalum vaginatum,Paspalum vaginatum Sw.
Italy,Passer montanus,"Passer montanus (Linnaeus, 1758)"
Italy,Pelophylax kl. esculentus,
Italy,Pelophylax lessonae,"Pelophylax lessonae (Camerano, 1882)"
Italy,Pentacora sphacelata,"Pentacora sphacelata (Uhler, 1877)"
Italy,Phalaris canariensis,Phalaris canariensis L.
Italy,Phasianus colchicus,"Phasianus colchicus Linnaeus, 1758"
Italy,Philonthus rectangulus,"Philonthus rectangulus Sharp, 1874"
Italy,Phoracantha recurva,"Phoracantha recurva Newman, 1840"
Italy,Phoracantha semipunctata,"Phoracantha semipunctata (Fabricius, 1775)"
Italy,Phyla nodiflora,Phyla nodiflora (L.) Greene
Italy,Phyllocnistis citrella,"Phyllocnistis citrella Stainton, 1856"
Italy,Phytolacca americana,Phytolacca americana L.
Italy,Pica pica,"Pica pica (Linnaeus, 1758)"
Italy,Pinus pinaster,Pinus pinaster Aiton
Italy,Plexippus paykulli,"Plexippus paykulli (Audouin, 1826)"
Italy,Poa alpina,Poa alpina L.
Italy,Pontinus kuhlii,"Pontinus kuhlii (Bowdich, 1825)"
Italy,Populus canadensis,Populus ×canadensis Moench
Italy,Pseudaulacaspis pentagona,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)"
Italy,Pulvinariella mesembryanthemi,"Pulvinariella mesembryanthemi (Vallot, 1829)"
Italy,Pyramica membranifera,"Pyramica membranifera (Emery, 1869)"
Italy,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)"
Italy,Rhynchophorus ferrugineus,"Rhynchophorus ferrugineus (A.G.Olivier, 1791)"
Italy,Rhyzobius lophanthae,"Rhyzobius lophanthae (Blaisdell, 1892)"
Italy,Rhyzopertha dominica,"Rhyzopertha dominica (Fabricius, 1792)"
Italy,Rodolia cardinalis,"Rodolia cardinalis (Mulsant, 1850)"
Italy,Ruschia tumidula,Ruschia tumidula (Haw.) Schwantes
Italy,Saissetia coffeae,"Saissetia coffeae (Walker, 1852)"
Italy,Sceliphron curvatum,"Sceliphron curvatum (F.Smith, 1870)"
Italy,Senecio inaequidens,Senecio inaequidens DC.
Italy,Sesbania punicea,Sesbania punicea (Cav.) Benth.
Italy,Setaria parviflora,Setaria parviflora (Poir.) Kerguélen
Italy,Shelfordella lateralis,"Shelfordella lateralis (F.Walker, 1868)"
Italy,Silvanus recticollis,"Silvanus recticollis Reitter, 1876"
Italy,Sitophilus oryzae,"Sitophilus oryzae A.Hustache, 1930"
Italy,Solanum anguivi,Solanum anguivi Lam.
Italy,Solanum angustifolium,Solanum angustifolium Houst. ex Mill.
Italy,Solanum elaeagnifolium,Solanum elaeagnifolium Cav.
Italy,Solanum linnaeanum,Solanum linnaeanum Hepper & P.-M.L.Jaeger
Italy,Solanum sisymbriifolium,Solanum sisymbriifolium Lam.
Italy,Steatoda grossa,"Steatoda grossa (C.L.Koch, 1838)"
Italy,Stricticollis tobias,"Stricticollis tobias De Marseul, 1879"
Italy,Suncus etruscus,"Suncus etruscus (Savi, 1822)"
Italy,Sus scrofa,"Sus scrofa Linnaeus, 1758"
Italy,Symphyotrichum subulatum,Symphyotrichum subulatum (Michx.) G.L.Nesom
Italy,Tarentola mauritanica,"Tarentola mauritanica (Linnaeus, 1758)"
Italy,Testudo graeca,"Testudo graeca Linnaeus, 1758"
Italy,Testudo marginata,"Testudo marginata Schoepff, 1792"
Italy,Trogoderma granarium,"Trogoderma granarium Everts, 1898"
Italy,Tropaeolum majus,Tropaeolum majus L.
Italy,Tuta absoluta,"Tuta absoluta (Meyrick, 1917)"
Italy,Unaspis euonymi,"Unaspis euonymi (Comstock, 1881)"
Italy,Urophorus humeralis,"Urophorus humeralis (Fabricius, 1798)"
Italy,Vachellia karroo,Vachellia karroo (Hayne) Banfi & Galasso
Italy,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)"
Italy,Xanthium orientale subsp. italicum (Moretti) Greuter,
Italy,Xanthium spinosum,Xanthium spinosum L.
Italy,Xanthium strumarium,Xanthium strumarium L.
Italy,Xylotrechus smei,"Xylotrechus smei (Castelnau & Gory, 1841)"
Italy,Xylotrechus stebbingi,"Xylotrechus stebbingi Gahan, 1906"
Italy,Acacia saligna,Acacia saligna (Labill.) H.L.Wendl.
Italy,Acanthoscelides obtectus,"Acanthoscelides obtectus (Say, 1831)"
Italy,Acizzia acaciaebaileyanae,"Acizzia acaciaebaileyanae (Froggatt, 1901)"
Italy,Acizzia hollisi,"Acizzia hollisi Burckhardt, 1981"
Italy,Acizzia uncatoides,"Acizzia uncatoides (Ferris & Klyver, 1932)"
Italy,Aedes albopictus,"Aedes albopictus (Skuse, 1894)"
Italy,Aethina tumida,"Aethina tumida Murray, 1867"
Italy,Agave americana,Agave americana L.
Italy,Agave sisalana,Agave sisalana Perrine
Italy,Ageniaspis citricola,"Ageniaspis citricola Logvinovskaya, 1983"
Italy,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle
Italy,Alcea rosea,Alcea rosea L.
Italy,Aleurothrixus floccosus,"Aleurothrixus floccosus (Maskell, 1896)"
Italy,Aloe vera,Aloe vera (L.) Burm.f.
Italy,Aloephagus myersi,"Aloephagus myersi Essig, 1950"
Italy,Alopochen aegyptiaca,"Alopochen aegyptiaca (Linnaeus, 1766)"
Italy,Amandava amandava,"Amandava amandava (Linnaeus, 1758)"
Italy,Amaranthus albus,Amaranthus albus L.
Italy,Amaranthus blitoides,Amaranthus blitoides S.Watson
Italy,Amaranthus cruentus,Amaranthus cruentus L.
Italy,Amaranthus deflexus,Amaranthus deflexus L.
Italy,Amaranthus graecizans,Amaranthus graecizans L.
Italy,Amaranthus hybridus,Amaranthus hybridus L.
Italy,Amaranthus muricatus,Amaranthus muricatus (Moq.) Hieron.
Italy,Amaranthus retroflexus,Amaranthus retroflexus L.
Italy,Amaranthus viridis,Amaranthus viridis L.
Italy,Anastatus tenuipes,"Anastatus tenuipes Bolivar y Pieltain, 1925"
Italy,Anredera cordifolia,Anredera cordifolia (Ten.) Steenis
Italy,Anthrenus flavipes,"Anthrenus flavipes Leconte, 1856"
Italy,Antirrhinum majus,Antirrhinum majus L.
Italy,Aonidiella taxus,"Aonidiella taxus Leonardi, 1906"
Italy,Aphis gossypii,"Aphis gossypii Glover, 1877"
Italy,Aphis illinoisensis,"Aphis illinoisensis Shimer, 1866"
Italy,Aphis spiraecola,"Aphis spiraecola Patch, 1914"
Italy,Aphis spiraephaga,Aphis spiraephaga
Italy,Aphytis melinus,"Aphytis melinus DeBach, 1959"
Italy,Araujia sericifera,Araujia sericifera Brot.
Italy,Artemisia annua,Artemisia annua L.
Italy,Artemisia verlotiorum,Artemisia verlotiorum Lamotte
Italy,Arundo donax,Arundo donax L.
Italy,Asclepias curassavica,Asclepias curassavica L.
Italy,Asparagus asparagoides,Asparagus asparagoides (L.) Druce
Italy,Asparagus setaceus,Asparagus setaceus (Kunth) Jessop
Italy,Asynonychus godmani,"Asynonychus godmani Crotch, 1867"
Italy,Austrocylindropuntia subulata,Austrocylindropuntia subulata (Engelm.) Backeb.
Italy,Bambusaspis bambusae,"Bambusaspis bambusae (Boisduval, 1869)"
Italy,Bidens aurea,Bidens aurea (Aiton) Sherff
Italy,Bidens bipinnata,Bidens bipinnata L.
Italy,Bidens frondosa,Bidens frondosa L.
Italy,Bidens pilosa,Bidens pilosa L.
Italy,Boerhavia coccinea,Boerhavia coccinea Mill.
Italy,Bromus catharticus,Bromus catharticus Vahl
Italy,Broussonetia papyrifera,Broussonetia papyrifera (L.) Vent.
Italy,Bruchus pisorum,"Bruchus pisorum Linnaeus, 1758"
Italy,Cacyreus marshalli,"Cacyreus marshalli Butler, 1898"
Italy,Cales noacki,"Cales noacki Howard, 1907"
Italy,Callipepla californica,"Callipepla californica (Shaw, 1798)"
Italy,Callosobruchus chinensis,"Callosobruchus chinensis (Linnaeus, 1758)"
Italy,Camelus bactrianus,"Camelus bactrianus Linnaeus, 1758"
Italy,Cardiocondyla mauritanica,"Cardiocondyla mauritanica Forel, 1890"
Italy,Cardiospermum grandiflorum,Cardiospermum grandiflorum Sw.
Italy,Carpobrotus acinaciformis,Carpobrotus acinaciformis (L.) L.Bolus
Italy,Carpobrotus edulis,Carpobrotus edulis (L.) N.E.Br.
Italy,Carpophilus dimidiatus,"Carpophilus dimidiatus (Fabricius, 1792)"
Italy,Carpophilus fumatus,"Carpophilus fumatus Boheman, 1851"
Italy,Carpophilus hemipterus,"Carpophilus hemipterus (Linnaeus, 1758)"
Italy,Carpophilus marginellus,"Carpophilus marginellus Motschulsky, 1858"
Italy,Carpophilus mutilatus,"Carpophilus mutilatus Erichson, 1843"
Italy,Carpophilus nepos,"Carpophilus nepos Murray, 1864"
Italy,Carpophilus obsoletus,"Carpophilus obsoletus Erichson, 1843"
Italy,Carpophilus pilosellus,"Carpophilus pilosellus Motschulsky, 1858"
Italy,Carpophilus zeaphilus,"Carpophilus zeaphilus Dobson, 1969"
Italy,Cenchrus setaceus,Cenchrus setaceus (Forssk.) Morrone
Italy,Centaurea acaulis,Centaurea acaulis L.
Italy,Centaurea diluta,Centaurea diluta Aiton
Italy,Ceroplastes sinensis,"Ceroplastes sinensis Del Guercio, 1900"
Italy,Cestrum parqui,Cestrum parqui (Lam.) L'Hér.
Italy,Chasmanthe aethiopica,Chasmanthe aethiopica (L.) N.E.Br.
Italy,Chromaphis juglandicola,"Chromaphis juglandicola (Kaltenbach, 1843)"
Italy,Chrysonotomyia chamaeleon,"Chrysonotomyia chamaeleon (Girault, 1922)"
Italy,Cinara laportei,"Cinara laportei (G.Remaudière, 1954)"
Italy,Coccophagus capensis,"Coccophagus capensis Compere, 1931"
Italy,Coccophagus flavoscutellum,"Coccophagus flavoscutellum Ashmead, 1881"
Italy,Colinus virginianus,"Colinus virginianus (Linnaeus, 1758)"
Italy,Contarinia citri,"Contarinia citri Barnes, 1944"
Italy,Conyza sumatrensis,"Conyza sumatrensis (S.F.Blake) Pruski & G.Sancho, 2006"
Italy,Corythucha ciliata,"Corythucha ciliata (Say, 1832)"
Italy,Crassula campestris,Crassula campestris (Eckl. & Zeyh.) Endl. ex Walp.
Italy,Crocidura pachyura,"Crocidura pachyura (Kuster, 1835)"
Italy,Crocidura russula,"Crocidura russula (Hermann, 1780)"
Italy,Cryptolaemus montrouzieri,"Cryptolaemus montrouzieri Mulsant, 1853"
Italy,Cryptolestes turcicus,"Cryptolestes turcicus (Grouvelle, 1876)"
Italy,Cuscuta epilinum,Cuscuta epilinum Weihe
Italy,Cuscuta pentagona,Cuscuta pentagona Engelm.
Italy,Cycloloma atriplicifolium,Cycloloma atriplicifolium (Spreng.) J.M.Coult.
Italy,Cydalima perspectalis,"Cydalima perspectalis (Walker, 1859)"
Italy,Cygnus olor,"Cygnus olor (Gmelin, 1789)"
Italy,Cyperus alternifolius,Cyperus alternifolius L.
Italy,Cyperus difformis,Cyperus difformis L.
Italy,Dactyloctenium aegyptium,Dactyloctenium aegyptium (L.) Willd.
Italy,Dactylotrypes longicollis,"Dactylotrypes longicollis Schedl, Lindberg & Lindberg, 1959"
Italy,Daktulosphaira vitifoliae,"Daktulosphaira vitifoliae (Fitch, 1855)"
Italy,Dama dama,"Dama dama (Linnaeus, 1758)"
Italy,Datura ferox,Datura ferox L.
Italy,Datura innoxia,Datura innoxia Mill.
Italy,Datura stramonium,Datura stramonium L.
Italy,Diaspidiotus osborni,Diaspidiotus osborni
Italy,Diaspidiotus perniciosus,"Diaspidiotus perniciosus (Comstock, 1881)"
Italy,Dichanthium annulatum,Dichanthium annulatum (Forssk.) Stapf
Italy,Dicrodiplosis pseudococci,"Dicrodiplosis pseudococci (Felt, 1914)"
Italy,Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)"
Italy,Dracaena draco,Dracaena draco (L.) L.
Italy,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)"
Italy,Dryocosmus kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951"
Italy,Dysmicoccus brevipes,"Dysmicoccus brevipes (Cockerell, 1893)"
Italy,Dysmicoccus neobrevipes,"Dysmicoccus neobrevipes Beardsley, 1959"
Italy,Dysphania ambrosioides,Dysphania ambrosioides (L.) Mosyakin & Clemants
Italy,Dysphania multifida,Dysphania multifida (L.) Mosyakin & Clemants
Italy,Echinochloa colona,Echinochloa colona (L.) Link
Italy,Eleusine indica,Eleusine indica (L.) Gaertn.
Italy,Entaspidiotus lounsburyi,"Entaspidiotus lounsburyi (Marlatt, 1908)"
Italy,Eretmocerus debachi,"Eretmocerus debachi Rose & Rosen, 1992"
Italy,Erigeron annuus,Erigeron annuus (L.) Pers.
Italy,Erigeron canadensis,Erigeron canadensis L.
Italy,Erigeron karvinskianus,Erigeron karvinskianus DC.
Italy,Eriococcus coccineus,"Eriococcus coccineus Cockerell, 1894"
Italy,Erysimum cheiri,Erysimum cheiri (L.) Crantz
Italy,Erythrostemon gilliesii,Erythrostemon gilliesii (Hook.) Klotzsch
Italy,Essigella californica,"Essigella californica (Essig, 1909)"
Italy,Eucalyptus camaldulensis,Eucalyptus camaldulensis Dehnh.
Italy,Euphorbia humifusa,Euphorbia humifusa Willd.
Italy,Euphorbia maculata,Euphorbia maculata L.
Italy,Euphorbia nutans,Euphorbia nutans Lag.
Italy,Euphorbia prostrata,Euphorbia prostrata Aiton
Italy,Eupristina verticillata,"Eupristina verticillata Waterston, 1921"
Italy,Eurytoma plotnikovi,"Eurytoma plotnikovi Nikol'skaya, 1934"
Italy,Fallopia baldschuanica,Fallopia baldschuanica (Regel) Holub
Italy,Ferraria crispa,Ferraria crispa Burm.
Italy,Ficus microcarpa,Ficus microcarpa L.fil.
Italy,Ficus watkinsiana,Ficus watkinsiana F.M.Bailey
Italy,Francolinus francolinus,"Francolinus francolinus (Linnaeus, 1766)"
Italy,Freesia refracta,Freesia refracta (Jacq.) Klatt
Italy,Galinsoga parviflora,Galinsoga parviflora Cav.
Italy,Galinsoga quadriradiata,Galinsoga quadriradiata Ruiz & Pav.
Italy,Glycaspis brimblecombei,"Glycaspis brimblecombei Moore, 1964"
Italy,Gnatocerus cornutus,"Gnatocerus cornutus (Fabricius, 1798)"
